,movie_and_date,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,release_year,index,tconst,primary_title,original_title,start_year,runtime_minutes,genres,profit,profit_ratio,profit_lmh
255,Cedar Rapids_2011,51,2011-02-11,Cedar Rapids,10000000,6861102,7862131,2011,8067,tt1477837,Cedar Rapids,Cedar Rapids,2011,87.0,Comedy,-2137869,0.7862131,low
256,People Like Us_2012,60,2012-06-29,People Like Us,16000000,12431792,12617472,2012,14480,tt1716777,People Like Us,People Like Us,2012,114.0,"Comedy,Drama",-3382528,0.788592,low
257,Regression_2015,6,2015-10-30,Regression,20000000,55039,15824374,2015,56877,tt3319920,Regression,Regression,2015,106.0,"Crime,Horror,Mystery",-4175626,0.7912187,low
258,Trouble with the Curve_2012,18,2012-09-21,Trouble with the Curve,60000000,35763137,47818913,2012,27646,tt2083383,Trouble with the Curve,Trouble with the Curve,2012,111.0,"Drama,Sport",-12181087,0.7969818833333333,low
259,Fun Size_2012,10,2012-10-26,Fun Size,14000000,9409538,11166615,2012,12445,tt1663143,Fun Size,Fun Size,2012,86.0,"Adventure,Comedy",-2833385,0.7976153571428571,low
260,King Arthur: Legend of the Sword_2017,11,2017-05-12,King Arthur: Legend of the Sword,175000000,39175066,139630336,2017,23965,tt1972591,King Arthur: Legend of the Sword,King Arthur: Legend of the Sword,2017,126.0,"Action,Adventure,Drama",-35369664,0.7978876342857143,low
261,Downsizing_2017,62,2017-12-22,Downsizing,68000000,24449754,54462971,2017,7181,tt1389072,Downsizing,Downsizing,2017,135.0,"Drama,Sci-Fi",-13537029,0.800926044117647,low
262,Drinking Buddies_2013,45,2013-08-23,Drinking Buddies,500000,343706,407100,2013,34093,tt2265398,Drinking Buddies,Drinking Buddies,2013,90.0,"Comedy,Drama,Romance",-92900,0.8142,low
263,Hellboy_2019,77,2019-04-12,Hellboy,50000000,21903748,40725492,2019,34389,tt2274648,Hellboy,Hellboy,2019,120.0,"Action,Adventure,Fantasy",-9274508,0.81450984,low
264,Red Lights_2012,56,2012-07-13,Red Lights,17700000,49521,14518884,2012,15881,tt1748179,Red Lights,Red Lights,2012,114.0,"Drama,Fantasy,Horror",-3181116,0.8202759322033898,low
265,The Brothers Grimsby_2016,39,2016-03-11,The Brothers Grimsby,35000000,6864016,28720470,2016,57965,tt3381008,The Brothers Grimsby,Grimsby,2016,83.0,"Action,Adventure,Comedy",-6279530,0.8205848571428571,low
266,Drive Angry_2011,91,2011-02-25,Drive Angry,50000000,10721033,41042583,2011,8336,tt1502404,Drive Angry,Drive Angry,2011,104.0,"Action,Fantasy,Thriller",-8957417,0.82085166,low
267,It's Kind of a Funny Story_2010,1,2010-10-08,It's Kind of a Funny Story,8000000,6363628,6632950,2010,286,tt0804497,It's Kind of a Funny Story,It's Kind of a Funny Story,2010,101.0,"Comedy,Drama,Romance",-1367050,0.82911875,low
268,Dream House_2011,80,2011-09-30,Dream House,50000000,21302340,41642166,2011,7868,tt1462041,Dream House,Dream House,2011,84.0,"Drama,Mystery,Thriller",-8357834,0.83284332,low
269,For Greater Glory: The True Story of Cristiada_2012,14,2012-06-01,For Greater Glory: The True Story of Cristiada,12000000,5669081,10026255,2012,9600,tt1566501,For Greater Glory: The True Story of Cristiada,For Greater Glory: The True Story of Cristiada,2012,145.0,"Drama,History,War",-1973745,0.83552125,low
270,Battle of the Year_2013,51,2013-09-20,Battle of the Year,20000000,8888355,16723377,2013,8891,tt1532958,Battle of the Year,Battle of the Year,2013,110.0,"Drama,Music",-3276623,0.83616885,low
271,Father Figures_2017,56,2017-12-22,Father Figures,25000000,17501244,21038441,2017,23827,tt1966359,Father Figures,Father Figures,2017,113.0,"Adventure,Comedy,Drama",-3961559,0.84153764,low
272,The Legend of Hercules_2014,42,2014-01-10,The Legend of Hercules,70000000,18848538,58953319,2014,4825,tt1043726,The Legend of Hercules,The Legend of Hercules,2014,99.0,"Action,Adventure,Fantasy",-11046681,0.8421902714285714,low
273,Marshall_2017,7,2017-10-13,Marshall,12000000,10051659,10116816,2017,91666,tt5301662,Marshall,Marshall,2017,118.0,"Biography,Crime,Drama",-1883184,0.843068,low
274,Peeples_2013,98,2013-05-10,Peeples,11000000,9177065,9307166,2013,13874,tt1699755,Peeples,Peeples,2013,95.0,"Comedy,Romance",-1692834,0.846106,low
275,Danny Collins_2015,59,2015-03-20,Danny Collins,10000000,5637066,8465845,2015,16792,tt1772288,Danny Collins,Danny Collins,2015,106.0,"Biography,Comedy,Drama",-1534155,0.8465845,low
276,Hotel Artemis_2018,15,2018-06-08,Hotel Artemis,15000000,6708137,12758799,2018,99852,tt5834262,Hotel Artemis,Hotel Artemis,2018,94.0,"Action,Drama,Sci-Fi",-2241201,0.8505866,low
277,I Origins_2014,70,2014-07-18,I Origins,1000000,336472,852399,2014,48488,tt2884206,I Origins,I Origins,2014,106.0,"Drama,Romance,Sci-Fi",-147601,0.852399,low
278,Mortal Engines_2018,4,2018-12-14,Mortal Engines,100000000,15951040,85287417,2018,9726,tt1571234,Mortal Engines,Mortal Engines,2018,128.0,"Action,Adventure,Fantasy",-14712583,0.85287417,low
279,Mandela: Long Walk to Freedom_2013,35,2013-11-29,Mandela: Long Walk to Freedom,35000000,8323085,29890402,2013,35479,tt2304771,Mandela: Long Walk to Freedom,Mandela: Long Walk to Freedom,2013,141.0,"Biography,Drama,History",-5109598,0.8540114857142858,low
280,The Incredible Burt Wonderstone_2013,7,2013-03-15,The Incredible Burt Wonderstone,32000000,22537881,27392609,2013,265,tt0790628,The Incredible Burt Wonderstone,The Incredible Burt Wonderstone,2013,100.0,"Adventure,Comedy,Fantasy",-4607391,0.85601903125,low
281,Robin Hood_2018,9,2018-11-21,Robin Hood,99000000,30824628,84747441,2018,79017,tt4532826,Robin Hood,Robin Hood,2018,116.0,"Action,Adventure,Thriller",-14252559,0.8560347575757575,low
282,Robin Hood_2018,9,2018-11-21,Robin Hood,99000000,30824628,84747441,2018,115642,tt6858500,Robin Hood,Robin Hood,2018,,,-14252559,0.8560347575757575,low
283,One for the Money_2012,59,2012-01-27,One for the Money,42000000,26414527,36197221,2012,10448,tt1598828,One for the Money,One for the Money,2012,91.0,"Action,Comedy,Crime",-5802779,0.8618385952380953,low
284,MacGruber_2010,42,2010-05-21,MacGruber,10000000,8525600,8629895,2010,7990,tt1470023,MacGruber,MacGruber,2010,90.0,"Action,Comedy,Romance",-1370105,0.8629895,low
285,White Boy Rick_2018,42,2018-09-14,White Boy Rick,30000000,24004833,25947983,2018,79087,tt4537896,White Boy Rick,White Boy Rick,2018,111.0,"Crime,Drama",-4052017,0.8649327666666666,low
286,47 Ronin_2013,12,2013-12-25,47 Ronin,175000000,38362475,151716815,2013,6778,tt1335975,47 Ronin,47 Ronin,2013,128.0,"Action,Adventure,Drama",-23283185,0.8669532285714285,low
287,Red Tails_2012,61,2012-01-20,Red Tails,58000000,49876377,50365498,2012,209,tt0485985,Red Tails,Red Tails,2012,125.0,"Action,Adventure,Drama",-7634502,0.8683706551724137,low
288,Rock of Ages_2012,29,2012-06-15,Rock of Ages,70000000,38518613,61031932,2012,6788,tt1336608,Rock of Ages,Rock of Ages,2012,123.0,"Comedy,Drama,Musical",-8968068,0.8718847428571429,low
289,Little Boy_2015,65,2015-04-24,Little Boy,20000000,6485961,17769299,2015,18401,tt1810683,Little Boy,Little Boy,2015,106.0,"Drama,History,War",-2230701,0.88846495,low
290,The Collection_2012,52,2012-11-30,The Collection,10000000,6810754,8890094,2012,15894,tt1748227,The Collection,The Collection,2012,82.0,"Action,Horror,Thriller",-1109906,0.8890094,low
291,Before I Go to Sleep_2014,49,2014-10-31,Before I Go to Sleep,22000000,3242457,19563579,2014,14856,tt1726592,Before I Go to Sleep,Before I Go to Sleep,2014,92.0,"Drama,Horror,Mystery",-2436421,0.889253590909091,low
292,In the Heart of the Sea_2015,1,2015-12-11,In the Heart of the Sea,100000000,25020758,89693309,2015,7191,tt1390411,In the Heart of the Sea,In the Heart of the Sea,2015,122.0,"Action,Adventure,Biography",-10306691,0.89693309,low
293,Premium Rush_2012,10,2012-08-24,Premium Rush,35000000,20275446,31393201,2012,9251,tt1547234,Premium Rush,Premium Rush,2012,91.0,"Action,Crime,Thriller",-3606799,0.8969486,low
294,Early Man_2018,98,2018-02-16,Early Man,50000000,8267544,45285890,2018,81825,tt4701724,Early Man,Early Man,2018,89.0,"Adventure,Animation,Comedy",-4714110,0.9057178,low
295,Morgan_2016,5,2016-09-02,Morgan,8000000,3915251,7298786,2016,78769,tt4520364,Morgan,Morgan,2016,92.0,"Action,Horror,Sci-Fi",-701214,0.91234825,low
296,Bad Times at the El Royale_2018,10,2018-10-12,Bad Times at the El Royale,32000000,17839115,29204379,2018,112885,tt6628394,Bad Times at the El Royale,Bad Times at the El Royale,2018,141.0,"Crime,Drama,Mystery",-2795621,0.91263684375,low
297,Machete Kills_2013,58,2013-10-11,Machete Kills,20000000,8008161,18273009,2013,24954,tt2002718,Machete Kills,Machete Kills,2013,107.0,"Action,Crime,Sci-Fi",-1726991,0.91365045,low
298,Hot Tub Time Machine 2_2015,7,2015-02-20,Hot Tub Time Machine 2,14000000,12314651,12826644,2015,44388,tt2637294,Hot Tub Time Machine 2,Hot Tub Time Machine 2,2015,93.0,"Comedy,Mystery,Sci-Fi",-1173356,0.9161888571428571,low
299,Dredd_2012,15,2012-09-21,Dredd,45000000,13414714,41467606,2012,6881,tt1343727,Dredd,Dredd,2012,95.0,"Action,Crime,Sci-Fi",-3532394,0.9215023555555556,low
300,Table 19_2017,45,2017-03-03,Table 19,5000000,3614896,4620399,2017,7379,tt1412528,Table 19,Table 19,2017,87.0,"Comedy,Drama,Romance",-379601,0.9240798,low
301,Denial_2016,66,2016-09-30,Denial,10000000,4073448,9263940,2016,80823,tt4645330,Denial,Denial,2016,109.0,"Biography,Drama",-736060,0.926394,low
302,Denial_2016,66,2016-09-30,Denial,10000000,4073448,9263940,2016,100923,tt5897002,Denial,Denial,2016,93.0,Documentary,-736060,0.926394,low
303,Killer Elite_2011,38,2011-09-23,Killer Elite,70000000,25124986,65409046,2011,7733,tt1448755,Killer Elite,Killer Elite,2011,116.0,"Action,Crime,Thriller",-4590954,0.9344149428571429,low
304,Only God Forgives_2013,8,2013-07-19,Only God Forgives,4800000,775849,4494560,2013,10562,tt1602613,Only God Forgives,Only God Forgives,2013,90.0,"Crime,Drama",-305440,0.9363666666666667,low
305,The Lone Ranger_2013,13,2013-07-02,The Lone Ranger,275000000,89302115,260002115,2013,5898,tt1210819,The Lone Ranger,The Lone Ranger,2013,150.0,"Action,Adventure,Western",-14997885,0.9454622363636364,low
306,Conviction_2010,28,2010-10-15,Conviction,12500000,6797696,11826980,2010,6129,tt1244754,Conviction,Conviction,2010,107.0,"Biography,Crime,Drama",-673020,0.9461584,low
307,The Wolfman_2010,91,2010-02-12,The Wolfman,150000000,62189884,142634358,2010,258,tt0780653,The Wolfman,The Wolfman,2010,103.0,"Drama,Fantasy,Horror",-7365642,0.95089572,low
308,90 Minutes in Heaven_2015,38,2015-09-11,90 Minutes in Heaven,5000000,4816142,4816142,2015,75956,tt4337690,90 Minutes in Heaven,90 Minutes in Heaven,2015,121.0,Drama,-183858,0.9632284,low
309,Ben-Hur_2016,23,2016-08-19,Ben-Hur,95000000,26410477,91669648,2016,44413,tt2638144,Ben-Hur,Ben-Hur,2016,123.0,"Action,Adventure,Drama",-3330352,0.9649436631578947,low
310,Warrior_2011,74,2011-09-09,Warrior,25000000,13657115,24215385,2011,6395,tt1291584,Warrior,Warrior,2011,140.0,"Drama,Sport",-784615,0.9686154,low
311,Green Zone_2010,98,2010-03-12,Green Zone,100000000,35497337,97523020,2010,477,tt0947810,Green Zone,Green Zone,2010,115.0,"Action,Drama,Thriller",-2476980,0.9752302,low
312,Broken City_2013,11,2013-01-18,Broken City,35000000,19701164,34480045,2013,6056,tt1235522,Broken City,Broken City,2013,109.0,"Crime,Drama,Thriller",-519955,0.9851441428571429,low
313,Same Kind of Different as Me_2017,95,2017-10-20,Same Kind of Different as Me,6500000,6423605,6423605,2017,6010,tt1230168,Same Kind of Different as Me,Same Kind of Different as Me,2017,119.0,"Biography,Drama",-76395,0.9882469230769231,low
314,Gods of Egypt_2016,18,2016-02-26,Gods of Egypt,140000000,31153464,138836756,2016,39452,tt2404233,Gods of Egypt,Gods of Egypt,2016,127.0,"Action,Adventure,Fantasy",-1163244,0.9916911142857143,low
315,And So It Goes_2014,14,2014-07-25,And So It Goes,18000000,15160801,17920013,2014,40990,tt2465146,And So It Goes,And So It Goes,2014,94.0,"Comedy,Drama,Romance",-79987,0.9955562777777778,low
316,Holmes & Watson_2018,58,2018-12-25,Holmes & Watson,42000000,30568743,41926605,2018,6174,tt1255919,Holmes & Watson,Holmes & Watson,2018,90.0,"Adventure,Comedy,Crime",-73395,0.9982525,low
317,Hugo_2011,89,2011-11-23,Hugo,180000000,73864507,180047784,2011,506,tt0970179,Hugo,Hugo,2011,126.0,"Adventure,Drama,Family",47784,1.0002654666666666,medium
318,Stoker_2013,29,2013-03-01,Stoker,12000000,1703125,12034913,2013,13240,tt1682180,Stoker,Stoker,2013,99.0,"Drama,Thriller",34913,1.0029094166666668,medium
319,The Dilemma_2011,25,2011-01-14,The Dilemma,70000000,48475290,70546865,2011,9845,tt1578275,The Dilemma,The Dilemma,2011,111.0,"Comedy,Drama",546865,1.0078123571428572,medium
320,Pan_2015,93,2015-10-09,Pan,150000000,35088320,151525973,2015,57151,tt3332064,Pan,Pan,2015,111.0,"Adventure,Comedy,Family",1525973,1.0101731533333334,medium
321,That's My Boy_2012,71,2012-06-15,That's My Boy,57500000,36931089,58085235,2012,6025,tt1232200,That's My Boy,That's My Boy,2012,116.0,Comedy,585235,1.010178,medium
322,Alex Cross_2012,100,2012-10-19,Alex Cross,35000000,25888412,35426759,2012,14290,tt1712170,Alex Cross,Alex Cross,2012,101.0,"Action,Crime,Mystery",426759,1.0121931142857143,medium
323,Jack the Giant Slayer_2013,66,2013-03-01,Jack the Giant Slayer,195000000,65187603,197687603,2013,6932,tt1351685,Jack the Giant Slayer,Jack the Giant Slayer,2013,114.0,"Adventure,Fantasy",2687603,1.0137825794871795,medium
324,Jupiter Ascending_2015,91,2015-02-06,Jupiter Ascending,179000000,47482519,181982519,2015,11040,tt1617661,Jupiter Ascending,Jupiter Ascending,2015,127.0,"Action,Adventure,Sci-Fi",2982519,1.0166621173184358,medium
325,I Don't Know How She Does It_2011,58,2011-09-16,I Don't Know How She Does It,24000000,9659074,24474463,2011,15675,tt1742650,I Don't Know How She Does It,I Don't Know How She Does It,2011,89.0,"Comedy,Romance",474463,1.0197692916666667,medium
326,The Best of Enemies_2019,34,2019-04-05,The Best of Enemies,10000000,10205616,10205616,2019,83254,tt4807408,The Best of Enemies,The Best of Enemies,2019,133.0,"Biography,Drama,History",205616,1.0205616,medium
327,Miss Bala_2019,81,2019-02-01,Miss Bala,15000000,14998027,15362298,2019,101670,tt5941692,Miss Bala,Miss Bala,2019,104.0,"Action,Crime,Drama",362298,1.0241532,medium
328,John Carter_2012,14,2012-03-09,John Carter,275000000,73058679,282778100,2012,73,tt0401729,John Carter,John Carter,2012,132.0,"Action,Adventure,Sci-Fi",7778100,1.028284,medium
329,Transcendence_2014,2,2014-04-18,Transcendence,100000000,23022309,103039258,2014,32093,tt2209764,Transcendence,Transcendence,2014,119.0,"Action,Drama,Sci-Fi",3039258,1.03039258,medium
330,The Guilt Trip_2012,59,2012-12-19,The Guilt Trip,40000000,37134215,41294674,2012,13698,tt1694020,The Guilt Trip,The Guilt Trip,2012,95.0,"Comedy,Drama",1294674,1.03236685,medium
331,Scouts Guide to the Zombie Apocalypse_2015,25,2015-10-30,Scouts Guide to the Zombie Apocalypse,15000000,3703046,15554855,2015,14960,tt1727776,Scouts Guide to the Zombie Apocalypse,Scouts Guide to the Zombie Apocalypse,2015,93.0,"Action,Comedy,Horror",554855,1.0369903333333332,medium
332,Cold Pursuit_2019,23,2019-02-08,Cold Pursuit,60000000,32138862,62599159,2019,97944,tt5719748,Cold Pursuit,Cold Pursuit,2019,119.0,"Action,Crime,Drama",2599159,1.0433193166666668,medium
333,Take Shelter_2011,9,2011-09-30,Take Shelter,4750000,1728953,4972016,2011,13029,tt1675192,Take Shelter,Take Shelter,2011,121.0,"Drama,Horror,Thriller",222016,1.0467402105263157,medium
334,Holy Motors_2012,25,2012-10-17,Holy Motors,4000000,641054,4230426,2012,27311,tt2076220,Holy Motors,Holy Motors,2012,115.0,"Drama,Fantasy",230426,1.0576065,medium
335,Circumstance_2011,41,2011-08-26,Circumstance,900000,454121,958978,2011,13339,tt1684628,Circumstance,Circumstance,2011,107.0,Drama,58978,1.0655311111111112,medium
336,Letters to God_2010,25,2010-04-09,Letters to God,3000000,2848587,3237452,2010,7871,tt1462054,Letters to God,Letters to God,2010,110.0,"Drama,Family",237452,1.0791506666666666,medium
337,American Ultra_2015,72,2015-08-21,American Ultra,28000000,14439985,30295028,2015,56792,tt3316948,American Ultra,American Ultra,2015,96.0,"Action,Comedy,Sci-Fi",2295028,1.0819652857142856,medium
338,I Want Your Money_2010,14,2010-10-15,I Want Your Money,400000,433588,433588,2010,9475,tt1560957,I Want Your Money,I Want Your Money,2010,92.0,Documentary,33588,1.08397,medium
339,American Assassin_2017,28,2017-09-15,American Assassin,63000000,36249674,68310140,2017,23634,tt1961175,American Assassin,American Assassin,2017,112.0,"Action,Thriller",5310140,1.0842879365079365,medium
340,Long Shot_2019,75,2019-05-03,Long Shot,40000000,30202860,43711031,2019,29755,tt2139881,Long Shot,Long Shot,2019,125.0,"Comedy,Romance",3711031,1.092775775,medium
341,Green Lantern_2011,62,2011-06-17,Green Lantern,200000000,116601172,219535492,2011,5651,tt1133985,Green Lantern,Green Lantern,2011,114.0,"Action,Adventure,Sci-Fi",19535492,1.09767746,medium
342,Wish I Was Here_2014,61,2014-07-18,Wish I Was Here,6000000,3591299,6591365,2014,48281,tt2870708,Wish I Was Here,Wish I Was Here,2014,106.0,"Comedy,Drama",591365,1.0985608333333334,medium
343,Charlie St. Cloud_2010,31,2010-07-30,Charlie St. Cloud,44000000,31206263,48478084,2010,7615,tt1438254,Charlie St. Cloud,Charlie St. Cloud,2010,99.0,"Drama,Fantasy,Romance",4478084,1.1017746363636363,medium
344,The Campaign_2012,18,2012-08-10,The Campaign,95000000,86907746,104907746,2012,17752,tt1790886,The Campaign,The Campaign,2012,85.0,Comedy,9907746,1.1042920631578947,medium
345,Zoolander 2_2016,64,2016-02-12,Zoolander 2,50000000,28848693,55348693,2016,10724,tt1608290,Zoolander 2,Zoolander 2,2016,101.0,Comedy,5348693,1.10697386,medium
346,Woodlawn_2015,81,2015-10-16,Woodlawn,13000000,14394097,14403703,2015,73436,tt4183692,Woodlawn,Woodlawn,2015,123.0,"Drama,Sport",1403703,1.1079771538461538,medium
347,Get on Up_2014,35,2014-08-01,Get on Up,30000000,30569935,33339868,2014,41150,tt2473602,Get on Up,Get on Up,2014,139.0,"Biography,Drama,Music",3339868,1.1113289333333334,medium
348,The Light Between Oceans_2016,34,2016-09-02,The Light Between Oceans,20000000,12545979,22281732,2016,42584,tt2547584,The Light Between Oceans,The Light Between Oceans,2016,133.0,"Drama,Romance",2281732,1.1140866,medium
349,Cirque du Soleil: Worlds Away_2012,77,2012-12-21,Cirque du Soleil: Worlds Away,25000000,12512862,28012862,2012,17828,tt1792647,Cirque du Soleil: Worlds Away,Cirque du Soleil: Worlds Away,2012,91.0,Fantasy,3012862,1.12051448,medium
350,Furry Vengeance_2010,17,2010-04-30,Furry Vengeance,35000000,17630465,39340177,2010,219,tt0492389,Furry Vengeance,Furry Vengeance,2010,92.0,"Comedy,Family",4340177,1.124005057142857,medium
351,Allied_2016,47,2016-11-23,Allied,106000000,40098064,119266661,2016,63354,tt3640424,Allied,Allied,2016,124.0,"Action,Drama,Romance",13266661,1.125157179245283,medium
352,The Darkest Minds_2018,64,2018-08-03,The Darkest Minds,34000000,12695691,38361428,2018,71239,tt4073790,The Darkest Minds,The Darkest Minds,2018,104.0,"Action,Adventure,Drama",4361428,1.128277294117647,medium
353,Joyful Noise_2012,86,2012-01-13,Joyful Noise,27500000,30932113,31157914,2012,14211,tt1710396,Joyful Noise,Joyful Noise,2012,118.0,"Comedy,Drama,Music",3657914,1.1330150545454545,medium
354,The 33_2015,78,2015-11-13,The 33,25000000,12227722,28400715,2015,25084,tt2006295,The 33,The 33,2015,127.0,"Biography,Drama,History",3400715,1.1360286,medium
355,Shut In_2016,50,2016-11-11,Shut In,10000000,6900335,11360665,2016,43363,tt2582500,Shut In,Shut In,2016,91.0,"Drama,Mystery,Thriller",1360665,1.1360665,medium
356,Albert Nobbs_2011,67,2011-12-21,Albert Nobbs,7500000,3014696,8539003,2011,10543,tt1602098,Albert Nobbs,Albert Nobbs,2011,113.0,"Drama,Romance",1039003,1.1385337333333334,medium
357,The Diary of a Teenage Girl_2015,35,2015-08-07,The Diary of a Teenage Girl,2000000,1477002,2279959,2015,53907,tt3172532,The Diary of a Teenage Girl,The Diary of a Teenage Girl,2015,102.0,"Comedy,Drama,Romance",279959,1.1399795,medium
358,"I, Frankenstein_2014",14,2014-01-24,"I, Frankenstein",65000000,19075290,74575290,2014,7424,tt1418377,"I, Frankenstein","I, Frankenstein",2014,92.0,"Action,Fantasy,Horror",9575290,1.147312153846154,medium
359,The Vatican Tapes_2015,3,2015-07-24,The Vatican Tapes,13000000,1784763,14929184,2015,8732,tt1524575,The Vatican Tapes,The Vatican Tapes,2015,91.0,"Horror,Thriller",1929184,1.1483987692307693,medium
360,Wonder Park_2019,94,2019-03-15,Wonder Park,100000000,45216793,115149422,2019,109531,tt6428676,Wonder Park,Wonder Park,2019,85.0,"Adventure,Animation,Comedy",15149422,1.15149422,medium
361,Me and Earl and the Dying Girl_2015,100,2015-06-12,Me and Earl and the Dying Girl,8000000,6758416,9266180,2015,43361,tt2582496,Me and Earl and the Dying Girl,Me and Earl and the Dying Girl,2015,105.0,"Comedy,Drama,Romance",1266180,1.1582725,medium
362,Ender's Game_2013,36,2013-11-01,Ender's Game,110000000,61737191,127983283,2013,15118,tt1731141,Ender's Game,Ender's Game,2013,114.0,"Action,Adventure,Fantasy",17983283,1.1634843909090908,medium
363,Happy Feet Two_2011,33,2011-11-18,Happy Feet Two,135000000,64006466,157956466,2011,7291,tt1402488,Happy Feet Two,Happy Feet Two,2011,100.0,"Adventure,Animation,Comedy",22956466,1.1700478962962964,medium
364,Can You Ever Forgive Me?_2018,40,2018-10-19,Can You Ever Forgive Me?,10000000,8803865,11752387,2018,80071,tt4595882,Can You Ever Forgive Me?,Can You Ever Forgive Me?,2018,106.0,"Biography,Comedy,Crime",1752387,1.1752387,medium
365,Seeking a Friend for the End of the World_2012,48,2012-06-22,Seeking a Friend for the End of the World,10000000,7078738,11766959,2012,6492,tt1307068,Seeking a Friend for the End of the World,Seeking a Friend for the End of the World,2012,101.0,"Adventure,Comedy,Drama",1766959,1.1766959,medium
366,The Raven_2012,45,2012-04-27,The Raven,26000000,16008272,30601801,2012,8170,tt1486192,The Raven,The Raven,2012,110.0,"Crime,Mystery,Thriller",4601801,1.176992346153846,medium
367,Vice_2018,100,2018-12-25,Vice,60000000,47836282,70883171,2018,107016,tt6266538,Vice,Vice,2018,132.0,"Biography,Comedy,Drama",10883171,1.1813861833333332,medium
368,Man on a Ledge_2012,64,2012-01-27,Man on a Ledge,42000000,18620000,49621440,2012,9653,tt1568338,Man on a Ledge,Man on a Ledge,2012,102.0,"Action,Adventure,Crime",7621440,1.1814628571428571,medium
369,Middle of Nowhere_2012,23,2012-10-12,Middle of Nowhere,200000,236806,236806,2012,5902,tt1211890,Middle of Nowhere,Middle of Nowhere,2012,97.0,Drama,36806,1.18403,medium
370,Steve Jobs_2015,60,2015-10-09,Steve Jobs,30000000,17766658,35579007,2015,27498,tt2080374,Steve Jobs,Steve Jobs,2015,122.0,"Biography,Drama",5579007,1.1859669,medium
371,Power Rangers_2017,94,2017-03-24,Power Rangers,120000000,85364450,142531552,2017,64999,tt3717490,Power Rangers,Power Rangers,2017,124.0,"Action,Adventure,Sci-Fi",22531552,1.1877629333333333,medium
372,The Nice Guys_2016,56,2016-05-20,The Nice Guys,50000000,36261763,59596747,2016,66701,tt3799694,The Nice Guys,The Nice Guys,2016,116.0,"Action,Comedy,Crime",9596747,1.19193494,medium
373,Draft Day_2014,36,2014-04-11,Draft Day,25000000,28842237,29847480,2014,32552,tt2223990,Draft Day,Draft Day,2014,110.0,"Drama,Sport",4847480,1.1938992,medium
374,The Losers_2010,44,2010-04-23,The Losers,25000000,23591432,29863840,2010,196,tt0480255,The Losers,The Losers,2010,97.0,"Action,Adventure,Crime",4863840,1.1945536,medium
375,Arthur_2011,67,2011-04-08,Arthur,40000000,33035397,47787943,2011,6772,tt1334512,Arthur,Arthur,2011,110.0,"Comedy,Romance",7787943,1.194698575,medium
376,Valerian and the City of a Thousand Planets_2017,90,2017-07-21,Valerian and the City of a Thousand Planets,180000000,40479370,215098356,2017,33117,tt2239822,Valerian and the City of a Thousand Planets,Valerian and the City of a Thousand Planets,2017,137.0,"Action,Adventure,Fantasy",35098356,1.1949908666666667,medium
377,Sucker Punch_2011,62,2011-03-25,Sucker Punch,75000000,36392502,89758389,2011,522,tt0978764,Sucker Punch,Sucker Punch,2011,110.0,"Action,Adventure,Fantasy",14758389,1.19677852,medium
378,Beautiful Creatures_2013,85,2013-02-14,Beautiful Creatures,50000000,19452138,60282876,2013,9445,tt1559547,Beautiful Creatures,Beautiful Creatures,2013,124.0,"Drama,Fantasy,Romance",10282876,1.20565752,medium
379,Hearts Beat Loud_2018,25,2018-06-08,Hearts Beat Loud,2000000,2386254,2420962,2018,119277,tt7158430,Hearts Beat Loud,Hearts Beat Loud,2018,97.0,"Comedy,Drama,Music",420962,1.210481,medium
380,Tomorrowland_2015,23,2015-05-22,Tomorrowland,170000000,93436322,206627518,2015,23714,tt1964418,Tomorrowland,Tomorrowland,2015,130.0,"Action,Adventure,Family",36627518,1.2154559882352942,medium
381,All Eyez on Me_2017,91,2017-06-16,All Eyez on Me,45000000,44922302,54876855,2017,12585,tt1666185,All Eyez on Me,All Eyez on Me,2017,139.0,"Biography,Drama,Music",9876855,1.2194856666666667,medium
382,The Watch_2012,27,2012-07-27,The Watch,55000000,34353000,67130045,2012,6447,tt1298649,The Watch,The Watch,2012,102.0,"Action,Comedy,Horror",12130045,1.2205462727272727,medium
383,Criminal_2016,21,2016-04-15,Criminal,31500000,14708696,38771262,2016,50901,tt3014866,Criminal,Criminal,2016,113.0,"Action,Crime,Drama",7271262,1.2308337142857142,medium
384,The Snowman_2017,40,2017-10-20,The Snowman,35000000,6670765,43226146,2017,16424,tt1758810,The Snowman,The Snowman,2017,119.0,"Crime,Drama,Mystery",8226146,1.2350327428571428,medium
385,The Future_2011,62,2011-07-29,The Future,1000000,568662,1239174,2011,6050,tt1235170,The Future,The Future,2011,91.0,"Drama,Fantasy,Romance",239174,1.239174,medium
386,Rabbit Hole_2010,52,2010-12-17,Rabbit Hole,5000000,2229058,6205034,2010,466,tt0935075,Rabbit Hole,Rabbit Hole,2010,91.0,Drama,1205034,1.2410068,medium
387,Safe_2012,78,2012-04-27,Safe,33000000,17142080,41495213,2012,12284,tt1656190,Safe,Safe,2012,94.0,"Action,Crime,Thriller",8495213,1.257430696969697,medium
388,Dinner for Schmucks_2010,51,2010-07-30,Dinner for Schmucks,69000000,73026337,86796502,2010,92,tt0427152,Dinner for Schmucks,Dinner for Schmucks,2010,114.0,Comedy,17796502,1.2579203188405796,medium
