,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,release_year,movie_and_date
2953,54,2000-03-03,Drowning Mona,"$16,000,000","$15,427,192","$15,980,376",2000,Drowning Mona_2000
2954,55,1987-01-30,Radio Days,"$16,000,000","$14,792,779","$14,792,779",1987,Radio Days_1987
2955,56,2003-07-18,How to Deal,"$16,000,000","$14,108,518","$14,108,518",2003,How to Deal_2003
2956,57,2014-10-03,Left Behind,"$16,000,000","$14,019,924","$20,769,209",2014,Left Behind_2014
2957,58,2004-05-28,Soul Plane,"$16,000,000","$13,922,211","$14,553,807",2004,Soul Plane_2004
2958,59,1988-12-09,My Stepmother Is an Alien,"$16,000,000","$13,854,000","$13,854,000",1988,My Stepmother Is an Alien_1988
2959,60,2012-06-29,People Like Us,"$16,000,000","$12,431,792","$12,617,472",2012,People Like Us_2012
2960,61,1999-05-28,The Thirteenth Floor,"$16,000,000","$11,810,854","$11,810,854",1999,The Thirteenth Floor_1999
2961,62,2004-09-03,The Cookout,"$16,000,000","$11,540,112","$11,540,112",2004,The Cookout_2004
2962,63,1979-10-19,Meteor,"$16,000,000","$8,400,000","$8,400,000",1979,Meteor_1979
2963,64,1986-03-07,Highlander,"$16,000,000","$5,900,000","$12,900,000",1986,Highlander_1986
2964,65,2016-11-18,Bleed for This,"$16,000,000","$5,083,906","$6,603,926",2016,Bleed for This_2016
2965,66,2002-05-03,Hollywood Ending,"$16,000,000","$4,839,383","$14,839,383",2002,Hollywood Ending_2002
2966,67,2000-09-15,Duets,"$16,000,000","$4,734,235","$6,615,452",2000,Duets_2000
2967,68,1999-08-13,Detroit Rock City,"$16,000,000","$4,217,115","$5,825,314",1999,Detroit Rock City_1999
2968,69,2007-10-19,Things We Lost in the Fire,"$16,000,000","$3,287,315","$8,120,148",2007,Things We Lost in the Fire_2007
2969,70,2014-11-14,The Homesman,"$16,000,000","$2,429,989","$8,217,571",2014,The Homesman_2014
2970,71,2013-04-05,Trance,"$16,000,000","$2,322,593","$22,594,052",2013,Trance_2013
2971,72,2014-05-16,The Immigrant,"$16,000,000","$2,013,456","$7,585,011",2014,The Immigrant_2014
2972,73,1997-08-15,Steel,"$16,000,000","$1,686,429","$1,686,429",1997,Steel_1997
2973,74,2005-12-21,The White Countess,"$16,000,000","$1,669,971","$2,814,566",2005,The White Countess_2005
2974,75,2008-07-25,Bienvenue chez les Ch'tis,"$16,000,000","$1,477,650","$247,474,497",2008,Bienvenue chez les Ch'tis_2008
2975,76,2014-10-01,"Men, Women and Children","$16,000,000","$705,908","$1,685,403",2014,"Men, Women and Children_2014"
2976,77,2010-09-24,Enter the Void,"$16,000,000","$337,997","$1,467,278",2010,Enter the Void_2010
2977,78,2008-12-31,Good,"$16,000,000","$31,631","$31,631",2008,Good_2008
2978,79,2012-11-02,Vamps,"$16,000,000","$3,361","$94,812",2012,Vamps_2012
2979,80,2010-05-11,Haeundae,"$16,000,000",$0,"$64,733,391",2010,Haeundae_2010
2980,81,2010-03-09,Hachiko: A Dog's Story,"$16,000,000",$0,"$47,707,417",2010,Hachiko: A Dog's Story_2010
2981,82,2013-12-31,Zulu,"$16,000,000",$0,"$1,844,228",2013,Zulu_2013
2982,83,2018-12-21,Second Act,"$15,700,000","$39,282,227","$63,288,854",2018,Second Act_2018
2983,84,2002-06-21,Juwanna Mann,"$15,600,000","$13,571,817","$13,771,817",2002,Juwanna Mann_2002
2984,85,2007-06-08,La MÃ´me,"$15,500,000","$10,299,782","$88,611,837",2007,La MÃ´me_2007
2985,86,2002-11-15,Ararat,"$15,500,000","$1,693,000","$1,693,000",2002,Ararat_2002
2986,87,2007-04-13,Slow Burn,"$15,500,000","$1,237,615","$1,237,615",2007,Slow Burn_2007
2987,88,2005-04-22,Madison,"$15,500,000","$517,262","$517,262",2005,Madison_2005
2988,89,2010-02-26,The Yellow Handkerchief,"$15,500,000","$318,623","$318,623",2010,The Yellow Handkerchief_2010
2989,90,2002-09-27,Wasabi,"$15,300,000","$81,525","$7,000,000",2002,Wasabi_2002
2990,91,2006-03-31,Slither,"$15,250,000","$7,802,450","$12,930,343",2006,Slither_2006
2991,92,1990-11-16,Home Alone,"$15,000,000","$285,761,243","$476,684,675",1990,Home Alone_1990
2992,93,1984-12-05,Beverly Hills Cop,"$15,000,000","$234,760,478","$316,300,000",1984,Beverly Hills Cop_1984
2993,94,1986-05-16,Top Gun,"$15,000,000","$179,800,601","$356,799,634",1986,Top Gun_1986
2994,95,1982-12-17,Tootsie,"$15,000,000","$177,200,000","$177,200,000",1982,Tootsie_1982
2995,96,1987-11-25,3 Men and a Baby,"$15,000,000","$167,780,960","$167,780,960",1987,3 Men and a Baby_1987
2996,97,2010-11-26,The Kingâs Speech,"$15,000,000","$138,797,449","$430,821,168",2010,The Kingâs Speech_2010
2997,98,1999-09-15,American Beauty,"$15,000,000","$130,058,047","$356,258,047",1999,American Beauty_1999
2998,99,2000-12-08,"Crouching Tiger, Hidden Dragon","$15,000,000","$128,067,808","$213,514,672",2000,"Crouching Tiger, Hidden Dragon_2000"
2999,100,1988-12-09,Twins,"$15,000,000","$111,936,388","$216,600,000",1988,Twins_1988
3000,1,1996-12-20,Scream,"$15,000,000","$103,046,663","$173,046,663",1996,Scream_1996
3001,2,2017-08-11,Annabelle: Creation,"$15,000,000","$102,092,201","$305,384,865",2017,Annabelle: Creation_2017
3002,3,2013-10-25,Jackass Presents: Bad Grandpa,"$15,000,000","$102,003,019","$160,903,019",2013,Jackass Presents: Bad Grandpa_2013
3003,4,1978-06-28,Heaven Can Wait,"$15,000,000","$98,800,000","$98,800,000",1978,Heaven Can Wait_1978
3004,5,1985-12-18,The Color Purple,"$15,000,000","$93,589,701","$93,589,701",1985,The Color Purple_1985
3005,6,2014-11-28,The Imitation Game,"$15,000,000","$91,125,143","$227,740,463",2014,The Imitation Game_2014
3006,7,1988-03-30,Beetlejuice,"$15,000,000","$73,839,613","$73,887,546",1988,Beetlejuice_1988
3007,8,1959-11-18,Ben-Hur,"$15,000,000","$73,000,000","$73,259,017",1959,Ben-Hur_1959
3008,9,2013-01-18,Mama,"$15,000,000","$71,628,180","$148,095,566",2013,Mama_2013
3009,10,1980-10-10,Private Benjamin,"$15,000,000","$69,847,348","$69,847,348",1980,Private Benjamin_1980
3010,11,1980-03-07,Coal Miner's Daughter,"$15,000,000","$67,182,787","$67,182,787",1980,Coal Miner's Daughter_1980
3011,12,1987-03-06,Lethal Weapon,"$15,000,000","$65,192,350","$120,192,350",1987,Lethal Weapon_1987
3012,13,2010-03-19,Diary of a Wimpy Kid,"$15,000,000","$64,003,625","$76,954,311",2010,Diary of a Wimpy Kid_2010
3013,14,1983-07-29,National Lampoonâs Vacation,"$15,000,000","$61,400,000","$61,400,000",1983,National Lampoonâs Vacation_1983
3014,15,2007-08-31,Halloween,"$15,000,000","$58,269,151","$77,514,401",2007,Halloween_2007
3015,16,2006-09-30,The Queen,"$15,000,000","$56,441,711","$128,885,873",2006,The Queen_2006
3016,17,2007-10-12,Why Did I Get Married?,"$15,000,000","$55,204,525","$55,934,178",2007,Why Did I Get Married?_2007
3017,18,2012-02-03,The Woman in Black,"$15,000,000","$54,333,290","$128,955,898",2012,The Woman in Black_2012
3018,19,1994-12-21,Little Women,"$15,000,000","$50,003,303","$50,003,303",1994,Little Women_1994
3019,20,1979-01-01,The Deer Hunter,"$15,000,000","$50,000,000","$50,009,253",1979,The Deer Hunter_1979
3020,21,2018-08-10,BlacKkKlansman,"$15,000,000","$49,275,340","$93,017,335",2018,BlacKkKlansman_2018
3021,22,2006-02-03,When a Stranger Calls,"$15,000,000","$47,860,214","$67,215,435",2006,When a Stranger Calls_2006
3022,23,2002-02-08,Big Fat Liar,"$15,000,000","$47,811,275","$52,461,017",2002,Big Fat Liar_2002
3023,24,1997-08-15,Cop Land,"$15,000,000","$44,906,632","$63,706,632",1997,Cop Land_1997
3024,25,1997-12-25,Wag the Dog,"$15,000,000","$43,057,470","$64,252,038",1997,Wag the Dog_1997
3025,26,2013-02-22,Snitch,"$15,000,000","$42,930,462","$57,907,734",2013,Snitch_2013
3026,27,2003-05-02,The Lizzie McGuire Movie,"$15,000,000","$42,734,455","$55,534,455",2003,The Lizzie McGuire Movie_2003
3027,28,2015-12-04,Krampus,"$15,000,000","$42,725,475","$61,788,393",2015,Krampus_2015
3028,29,2012-09-21,End of Watch,"$15,000,000","$41,003,371","$57,586,606",2012,End of Watch_2012
3029,30,1998-12-25,The Faculty,"$15,000,000","$40,283,321","$40,283,321",1998,The Faculty_1998
3030,31,1993-06-09,What's Love Got to Do With It,"$15,000,000","$39,100,956","$39,100,956",1993,What's Love Got to Do With It_1993
3031,32,2001-12-14,Not Another Teen Movie,"$15,000,000","$37,882,551","$62,401,343",2001,Not Another Teen Movie_2001
3032,33,2014-12-03,Wild,"$15,000,000","$37,880,356","$52,460,543",2014,Wild_2014
3033,34,1962-12-16,Lawrence of Arabia,"$15,000,000","$37,495,385","$69,995,385",1962,Lawrence of Arabia_1962
3034,35,2014-11-07,The Theory of Everything,"$15,000,000","$35,893,537","$123,327,692",2014,The Theory of Everything_2014
3035,36,2011-09-16,Drive,"$15,000,000","$35,060,689","$81,357,930",2011,Drive_2011
3036,37,2000-03-31,The Skulls,"$15,000,000","$35,007,180","$35,007,180",2000,The Skulls_2000
3037,38,1966-10-10,Hawaii,"$15,000,000","$34,562,222","$34,562,222",1966,Hawaii_1966
3038,39,2018-11-23,The Favourite,"$15,000,000","$34,366,783","$94,113,929",2018,The Favourite_2018
3039,40,2003-04-18,Malibu's Most Wanted,"$15,000,000","$34,308,901","$34,499,204",2003,Malibu's Most Wanted_2003
3040,41,2009-09-04,All About Steve,"$15,000,000","$33,862,903","$40,127,259",2009,All About Steve_2009
3041,42,2000-04-28,Where the Heart Is,"$15,000,000","$33,771,174","$40,862,054",2000,Where the Heart Is_2000
3042,43,2009-08-28,Halloween 2,"$15,000,000","$33,392,973","$38,512,850",2009,Halloween 2_2009
3043,44,2009-03-13,The Last House on the Left,"$15,000,000","$32,752,215","$46,526,243",2009,The Last House on the Left_2009
3044,45,2005-02-18,Because of Winn-Dixie,"$15,000,000","$32,647,042","$33,508,485",2005,Because of Winn-Dixie_2005
3045,46,2005-02-04,The Wedding Date,"$15,000,000","$31,726,995","$47,175,038",2005,The Wedding Date_2005
3046,47,1987-09-25,The Princess Bride,"$15,000,000","$30,857,000","$30,859,628",1987,The Princess Bride_1987
3047,48,2002-07-12,Halloween: Resurrection,"$15,000,000","$30,259,652","$37,659,652",2002,Halloween: Resurrection_2002
3048,49,2007-12-25,The Great Debaters,"$15,000,000","$30,226,144","$30,261,293",2007,The Great Debaters_2007
3049,50,2014-08-22,When the Game Stands Tall,"$15,000,000","$30,127,963","$30,138,912",2014,When the Game Stands Tall_2014
3050,51,1981-06-12,Clash of the Titans,"$15,000,000","$30,000,000","$44,400,000",1981,Clash of the Titans_1981
3051,52,2004-02-20,Confessions of a Teenage Drama Queen,"$15,000,000","$29,331,068","$33,118,854",2004,Confessions of a Teenage Drama Queen_2004
3052,53,1998-04-17,The Object of my Affection,"$15,000,000","$29,145,924","$29,145,924",1998,The Object of my Affection_1998
3053,54,2007-05-11,28 Weeks Later,"$15,000,000","$28,638,916","$64,232,714",2007,28 Weeks Later_2007
3054,55,1997-04-11,Grosse Pointe Blank,"$15,000,000","$28,084,357","$31,070,412",1997,Grosse Pointe Blank_1997
3055,56,2000-04-21,Love and Basketball,"$15,000,000","$27,441,122","$27,709,625",2000,Love and Basketball_2000
3056,57,2017-09-08,Home Again,"$15,000,000","$27,020,284","$37,336,874",2017,Home Again_2017
3057,58,2000-10-27,Book of Shadows: Blair Witch 2,"$15,000,000","$26,421,314","$47,721,314",2000,Book of Shadows: Blair Witch 2_2000
3058,59,1997-10-10,Boogie Nights,"$15,000,000","$26,410,771","$43,111,725",1997,Boogie Nights_1997
3059,60,2010-07-23,Ramona and Beezus,"$15,000,000","$26,167,002","$27,469,621",2010,Ramona and Beezus_2010
3060,61,2014-08-27,The November Man,"$15,000,000","$25,018,119","$34,820,335",2014,The November Man_2014
3061,62,1996-05-03,The Craft,"$15,000,000","$24,769,466","$55,669,466",1996,The Craft_1996
3062,63,2005-12-28,Match Point,"$15,000,000","$23,089,926","$87,973,835",2005,Match Point_2005
3063,64,1993-11-05,The Remains of the Day,"$15,000,000","$22,954,968","$63,954,968",1993,The Remains of the Day_1993
3064,65,1993-01-15,Nowhere to Run,"$15,000,000","$22,189,039","$52,189,039",1993,Nowhere to Run_1993
3065,66,2000-09-22,Urban Legends: Final Cut,"$15,000,000","$21,468,807","$38,574,362",2000,Urban Legends: Final Cut_2000
3066,67,2013-03-29,The Place Beyond the Pines,"$15,000,000","$21,403,519","$47,011,449",2013,The Place Beyond the Pines_2013
3067,68,2006-10-20,Flicka,"$15,000,000","$21,000,147","$21,896,367",2006,Flicka_2006
3068,69,2007-03-23,The Hills Have Eyes II,"$15,000,000","$20,804,166","$37,466,538",2007,The Hills Have Eyes II_2007
3069,70,2016-04-29,Keanu,"$15,000,000","$20,591,853","$20,688,141",2016,Keanu_2016
3070,71,2010-12-22,Country Strong,"$15,000,000","$20,218,921","$20,601,987",2010,Country Strong_2010
3071,72,2002-10-11,Tuck Everlasting,"$15,000,000","$19,161,999","$19,344,615",2002,Tuck Everlasting_2002
3072,73,2006-10-13,The Marine,"$15,000,000","$18,844,784","$22,165,608",2006,The Marine_2006
3073,74,1998-07-24,Disturbing Behavior,"$15,000,000","$17,507,368","$19,014,238",1998,Disturbing Behavior_1998
3074,75,1998-03-06,The Big Lebowski,"$15,000,000","$17,498,804","$46,189,568",1998,The Big Lebowski_1998
3075,76,2014-07-25,A Most Wanted Man,"$15,000,000","$17,237,855","$36,068,890",2014,A Most Wanted Man_2014
3076,77,2009-06-26,The Hurt Locker,"$15,000,000","$17,017,811","$49,894,223",2009,The Hurt Locker_2009
3077,78,2000-01-28,Eye of the Beholder,"$15,000,000","$16,500,786","$18,260,865",2000,Eye of the Beholder_2000
3078,79,2012-11-02,The Man with the Iron Fists,"$15,000,000","$15,634,090","$22,018,988",2012,The Man with the Iron Fists_2012
3079,80,1984-05-11,Firestarter,"$15,000,000","$15,136,870","$15,136,870",1984,Firestarter_1984
3080,81,2019-02-01,Miss Bala,"$15,000,000","$14,998,027","$15,362,298",2019,Miss Bala_2019
3081,82,2012-11-30,Killing Them Softly,"$15,000,000","$14,945,541","$39,238,443",2012,Killing Them Softly_2012
3082,83,2001-04-20,Freddy Got Fingered,"$15,000,000","$14,249,005","$14,249,005",2001,Freddy Got Fingered_2001
3083,84,2011-08-19,One Day,"$15,000,000","$13,843,771","$59,168,692",2011,One Day_2011
3084,85,2004-06-25,De-Lovely,"$15,000,000","$13,337,299","$18,524,496",2004,De-Lovely_2004
3085,86,2009-10-02,Whip It,"$15,000,000","$13,077,184","$18,889,972",2009,Whip It_2009
3086,87,2008-01-11,The Pirates Who Don't Do Anything: A VeggieTales Movie,"$15,000,000","$12,981,269","$13,248,444",2008,The Pirates Who Don't Do Anything: A VeggieTales Movie_2008
3087,88,2008-01-23,U2 3D,"$15,000,000","$12,898,847","$26,170,402",2008,U2 3D_2008
3088,89,2000-09-01,Highlander: Endgame,"$15,000,000","$12,801,190","$12,801,190",2000,Highlander: Endgame_2000
3089,90,2017-01-20,The Founder,"$15,000,000","$12,786,053","$24,403,192",2017,The Founder_2017
3090,91,2006-08-25,Idlewild,"$15,000,000","$12,669,914","$12,669,914",2006,Idlewild_2006
3091,92,2003-04-25,Confidence,"$15,000,000","$12,212,417","$12,212,417",2003,Confidence_2003
3092,93,2002-10-11,Knockaround Guys,"$15,000,000","$11,660,180","$12,419,700",2002,Knockaround Guys_2002
3093,94,1999-08-27,The Muse,"$15,000,000","$11,614,954","$11,614,954",1999,The Muse_1999
3094,95,1998-04-03,Barney's Great Adventure,"$15,000,000","$11,156,471","$11,156,471",1998,Barney's Great Adventure_1998
3095,96,1989-03-01,New York Stories,"$15,000,000","$10,763,469","$10,763,469",1989,New York Stories_1989
3096,97,1998-11-25,Home Fries,"$15,000,000","$10,513,979","$10,513,979",1998,Home Fries_1998
3097,98,2000-03-24,Here on Earth,"$15,000,000","$10,494,147","$10,845,127",2000,Here on Earth_2000
3098,99,2004-10-08,Raise Your Voice,"$15,000,000","$10,411,980","$14,811,980",2004,Raise Your Voice_2004
3099,100,1985-12-18,Brazil,"$15,000,000","$9,929,135","$9,932,146",1985,Brazil_1985
3100,1,1993-04-23,The Dark Half,"$15,000,000","$9,579,068","$9,579,068",1993,The Dark Half_1993
3101,2,2007-03-02,Black Snake Moan,"$15,000,000","$9,396,870","$10,951,153",2007,Black Snake Moan_2007
3102,3,2003-02-21,Dark Blue,"$15,000,000","$9,237,470","$12,262,065",2003,Dark Blue_2003
3103,4,2007-06-22,A Mighty Heart,"$15,000,000","$9,176,787","$19,153,568",2007,A Mighty Heart_2007
3104,5,1983-09-30,Brainstorm,"$15,000,000","$8,921,050","$8,921,050",1983,Brainstorm_1983
3105,6,2016-09-23,Queen of Katwe,"$15,000,000","$8,874,389","$10,055,481",2016,Queen of Katwe_2016
3106,7,2000-03-24,Whatever it Takes,"$15,000,000","$8,735,529","$8,735,529",2000,Whatever it Takes_2000
3107,8,2003-03-21,Boat Trip,"$15,000,000","$8,586,376","$14,933,713",2003,Boat Trip_2003
3108,9,2002-05-22,The Importance of Being Earnest,"$15,000,000","$8,378,141","$8,378,141",2002,The Importance of Being Earnest_2002
3109,10,1999-05-21,The Love Letter,"$15,000,000","$8,322,608","$9,010,980",1999,The Love Letter_1999
3110,11,2006-05-05,Hoot,"$15,000,000","$8,117,637","$8,224,998",2006,Hoot_2006
3111,12,2008-02-08,In Bruges,"$15,000,000","$7,800,825","$34,533,783",2008,In Bruges_2008
3112,13,2013-01-04,Promised Land,"$15,000,000","$7,597,898","$12,394,562",2013,Promised Land_2013
3113,14,2001-10-08,Mulholland Drive,"$15,000,000","$7,219,578","$20,785,973",2001,Mulholland Drive_2001
3114,15,2018-06-08,Hotel Artemis,"$15,000,000","$6,708,137","$12,758,799",2018,Hotel Artemis_2018
3115,16,2008-08-20,The Rocker,"$15,000,000","$6,409,528","$8,767,338",2008,The Rocker_2008
3116,17,2009-08-21,Post Grad,"$15,000,000","$6,382,178","$6,563,402",2009,Post Grad_2009
3117,18,2009-06-19,Whatever Works,"$15,000,000","$5,306,706","$35,106,706",2009,Whatever Works_2009
3118,19,2000-07-19,The In Crowd,"$15,000,000","$5,217,498","$5,217,498",2000,The In Crowd_2000
3119,20,2005-12-14,Los tres entierros de Melquiades Estrada,"$15,000,000","$5,027,684","$13,454,474",2005,Los tres entierros de Melquiades Estrada_2005
3120,21,1999-09-24,Jakob the Liar,"$15,000,000","$4,956,401","$4,956,401",1999,Jakob the Liar_1999
3121,22,2007-09-28,Se jie,"$15,000,000","$4,604,982","$65,167,430",2007,Se jie_2007
3122,23,2005-10-21,"Kiss Kiss, Bang Bang","$15,000,000","$4,235,837","$16,829,464",2005,"Kiss Kiss, Bang Bang_2005"
3123,24,1999-04-30,Idle Hands,"$15,000,000","$4,023,741","$4,023,741",1999,Idle Hands_1999
3124,25,2015-10-30,Scouts Guide to the Zombie Apocalypse,"$15,000,000","$3,703,046","$15,554,855",2015,Scouts Guide to the Zombie Apocalypse_2015
3125,26,2007-01-26,Blood and Chocolate,"$15,000,000","$3,526,588","$6,551,310",2007,Blood and Chocolate_2007
3126,27,2010-09-22,You Will Meet a Tall Dark Stranger,"$15,000,000","$3,247,816","$34,247,816",2010,You Will Meet a Tall Dark Stranger_2010
3127,28,2015-10-23,Rock the Kasbah,"$15,000,000","$3,020,665","$3,386,153",2015,Rock the Kasbah_2015
3128,29,2010-09-15,Never Let Me Go,"$15,000,000","$2,434,652","$11,173,718",2010,Never Let Me Go_2010
3129,30,2016-09-09,The Disappointments Room,"$15,000,000","$2,423,467","$3,503,761",2016,The Disappointments Room_2016
3130,31,2003-12-25,The Company,"$15,000,000","$2,281,585","$3,396,508",2003,The Company_2003
3131,32,2008-07-18,Transsiberian,"$15,000,000","$2,203,641","$6,379,575",2008,Transsiberian_2008
3132,33,1999-10-22,Crazy in Alabama,"$15,000,000","$1,954,202","$1,954,202",1999,Crazy in Alabama_1999
3133,34,1986-01-17,The Clan of the Cave Bear,"$15,000,000","$1,953,732","$1,953,732",1986,The Clan of the Cave Bear_1986
3134,35,2017-02-03,The Comedian,"$15,000,000","$1,658,706","$1,658,706",2017,The Comedian_2017
3135,36,2008-03-14,Funny Games,"$15,000,000","$1,294,640","$8,200,127",2008,Funny Games_2008
3136,37,2006-06-02,Banlieue 13,"$15,000,000","$1,200,216","$11,599,903",2006,Banlieue 13_2006
3137,38,1999-11-12,Felicia's Journey,"$15,000,000","$824,295","$1,970,268",1999,Felicia's Journey_1999
3138,39,2002-01-25,Metropolis,"$15,000,000","$673,414","$1,405,032",2002,Metropolis_2002
3139,40,2015-10-16,CÃ¬kÃ¨ NiÃ¨ YinniÃ¡ng,"$15,000,000","$632,542","$11,279,884",2015,CÃ¬kÃ¨ NiÃ¨ YinniÃ¡ng_2015
3140,41,1995-12-01,Things to Do in Denver when You're Dead,"$15,000,000","$529,766","$529,766",1995,Things to Do in Denver when You're Dead_1995
3141,42,2013-04-26,The Reluctant Fundamentalist,"$15,000,000","$528,731","$528,731",2013,The Reluctant Fundamentalist_2013
3142,43,2004-02-06,The Return,"$15,000,000","$501,752","$5,953,886",2004,The Return_2004
3143,44,2003-07-25,Buffalo Soldiers,"$15,000,000","$353,743","$353,743",2003,Buffalo Soldiers_2003
3144,45,2003-04-25,Steal (Canadian Release),"$15,000,000","$220,944","$220,944",2003,Steal (Canadian Release)_2003
3145,46,2010-08-27,Centurion,"$15,000,000","$123,570","$7,885,048",2010,Centurion_2010
3146,47,2009-10-23,Ong-Bak 2,"$15,000,000","$102,458","$7,583,050",2009,Ong-Bak 2_2009
3147,48,1996-12-31,Silent Trigger,"$15,000,000","$76,382","$76,382",1996,Silent Trigger_1996
3148,49,2008-08-01,Midnight Meat Train,"$15,000,000","$73,548","$1,590,246",2008,Midnight Meat Train_2008
3149,50,2013-09-06,Winnie Mandela,"$15,000,000","$61,847","$61,847",2013,Winnie Mandela_2013
3150,51,2011-11-04,The Son of No One,"$15,000,000","$30,680","$1,148,578",2011,The Son of No One_2011
3151,52,2002-10-25,All the Queen's Men,"$15,000,000","$22,723","$22,723",2002,All the Queen's Men_2002
3152,53,2007-10-05,The Good Night,"$15,000,000","$22,441","$22,441",2007,The Good Night_2007
3153,54,2013-12-06,Khumba,"$15,000,000",$0,"$20,898,221",2013,Khumba_2013
3154,55,2015-05-05,A Few Best Men,"$15,000,000",$0,"$17,224,539",2015,A Few Best Men_2015
3155,56,2014-10-10,AutÃ³mata,"$15,000,000",$0,"$6,775,458",2014,AutÃ³mata_2014
3156,57,2015-12-31,Chiamatemi Francesco - Il papa della gente,"$15,000,000",$0,"$3,925,769",2015,Chiamatemi Francesco - Il papa della gente_2015
3157,58,2008-12-31,Bathory,"$15,000,000",$0,"$3,436,763",2008,Bathory_2008
3158,59,2010-02-05,San suk si gin,"$15,000,000",$0,"$2,013,340",2010,San suk si gin_2010
3159,60,2005-12-31,Dungeons & Dragons: Wrath of the Dragon God,"$15,000,000",$0,"$909,822",2005,Dungeons & Dragons: Wrath of the Dragon God_2005
3160,61,2017-02-17,In Dubious Battle,"$15,000,000",$0,"$214,182",2017,In Dubious Battle_2017
3161,62,2015-09-01,Broken Horses,"$15,000,000",$0,"$3,471",2015,Broken Horses_2015
3162,63,2001-06-29,Pandaemonium,"$15,000,000",$0,$0,2001,Pandaemonium_2001
3163,64,2019-08-14,Blinded by the Light,"$15,000,000",$0,$0,2019,Blinded by the Light_2019
3164,65,1993-02-12,Groundhog Day,"$14,600,000","$70,906,973","$70,906,973",1993,Groundhog Day_1993
3165,66,2015-07-01,Magic Mike XXL,"$14,500,000","$66,013,057","$123,660,597",2015,Magic Mike XXL_2015
3166,67,1996-11-01,Romeo+Juliet,"$14,500,000","$46,338,728","$147,542,381",1996,Romeo+Juliet_1996
3167,68,2011-07-22,Elle s'appelait Sarah,"$14,500,000","$7,691,700","$25,480,031",2011,Elle s'appelait Sarah_2011
3168,69,2015-06-05,Freedom,"$14,500,000",$0,"$872,757",2015,Freedom_2015
3169,70,1992-08-07,Unforgiven,"$14,400,000","$101,157,447","$159,157,447",1992,Unforgiven_1992
3170,71,2006-01-27,Manderlay,"$14,200,000","$74,205","$543,306",2006,Manderlay_2006
3171,72,1990-03-23,Pretty Woman,"$14,000,000","$178,406,268","$432,645,872",1990,Pretty Woman_1990
3172,73,1987-09-18,Fatal Attraction,"$14,000,000","$156,645,693","$320,100,000",1987,Fatal Attraction_1987
3173,74,2008-11-12,Slumdog Millionaire,"$14,000,000","$141,330,703","$384,530,440",2008,Slumdog Millionaire_2008
3174,75,1974-12-17,Towering Inferno,"$14,000,000","$116,000,000","$139,700,000",1974,Towering Inferno_1974
3175,76,1988-05-25,Crocodile Dundee 2,"$14,000,000","$109,306,210","$239,606,210",1988,Crocodile Dundee 2_1988
3176,77,1989-12-20,Born on the Fourth of July,"$14,000,000","$70,001,698","$70,001,698",1989,Born on the Fourth of July_1989
3177,78,1993-10-01,Cool Runnings,"$14,000,000","$68,856,263","$155,056,263",1993,Cool Runnings_1993
3178,79,2007-01-12,Stomp the Yard,"$14,000,000","$61,356,221","$75,525,718",2007,Stomp the Yard_2007
3179,80,2009-01-16,My Bloody Valentine,"$14,000,000","$51,545,952","$102,836,002",2009,My Bloody Valentine_2009
3180,81,2012-08-31,The Possession,"$14,000,000","$49,130,588","$82,925,064",2012,The Possession_2012
3181,82,1982-10-22,First Blood,"$14,000,000","$47,212,904","$125,212,904",1982,First Blood_1982
3182,83,1977-07-13,The Spy Who Loved Me,"$14,000,000","$46,800,000","$185,400,000",1977,The Spy Who Loved Me_1977
3183,84,1998-09-25,Urban Legend,"$14,000,000","$38,116,707","$72,571,864",1998,Urban Legend_1998
3184,85,1981-12-09,Taps,"$14,000,000","$35,856,053","$35,856,053",1981,Taps_1981
3185,86,2012-02-24,Tyler Perry's Good Deeds,"$14,000,000","$35,025,791","$35,579,177",2012,Tyler Perry's Good Deeds_2012
3186,87,1991-01-18,White Fang,"$14,000,000","$34,729,091","$34,729,091",1991,White Fang_1991
3187,88,1988-12-21,Dangerous Liaisons,"$14,000,000","$34,700,000","$34,700,000",1988,Dangerous Liaisons_1988
3188,89,1999-10-08,Superstar,"$14,000,000","$30,628,981","$30,628,981",1999,Superstar_1999
3189,90,2012-01-13,The Iron Lady,"$14,000,000","$29,959,436","$115,592,104",2012,The Iron Lady_2012
3190,91,1993-07-23,Poetic Justice,"$14,000,000","$27,450,453","$27,450,453",1993,Poetic Justice_1993
3191,92,2002-10-04,Jonah: A VeggieTales Movie,"$14,000,000","$25,571,351","$25,608,779",2002,Jonah: A VeggieTales Movie_2002
3192,93,2002-03-08,All About the Benjamins,"$14,000,000","$25,482,931","$25,873,145",2002,All About the Benjamins_2002
3193,94,1977-06-17,Exorcist II: The Heretic,"$14,000,000","$25,011,000","$25,011,000",1977,Exorcist II: The Heretic_1977
3194,95,2010-03-12,Our Family Wedding,"$14,000,000","$20,255,281","$21,410,546",2010,Our Family Wedding_2010
3195,96,1995-10-27,Vampire in Brooklyn,"$14,000,000","$19,637,147","$19,637,147",1995,Vampire in Brooklyn_1995
3196,97,2006-05-05,An American Haunting,"$14,000,000","$16,298,046","$30,443,277",2006,An American Haunting_2006
3197,98,2003-08-22,My Boss's Daughter,"$14,000,000","$15,549,702","$15,549,702",2003,My Boss's Daughter_2003
